Date,avg_lights_x_pct
1/1/1992,61.789
1/1/1993,61.423
1/1/1994,59.2075
1/1/1995,62.163
1/1/1996,62.073
1/1/1997,61.5785
1/1/1998,62.859
1/1/1999,63
1/1/2000,60.0405
1/1/2001,62.0875
1/1/2002,61.6165
1/1/2003,62.135
1/1/2004,62.4855
1/1/2005,58.746
1/1/2006,59.7025
1/1/2007,57.8825
1/1/2008,59.1375
1/1/2009,62.622
1/1/2010,61.39
1/1/2011,61.317
1/1/2012,60.929
1/1/2013,61.73
