Date,avg_lights_x_pct
1/1/1992,56.778
1/1/1993,58.038
1/1/1994,57.277
1/1/1995,59.481
1/1/1996,60.121
1/1/1997,60.193
1/1/1998,57.4915
1/1/1999,56.202
1/1/2000,48.687
1/1/2001,58.014
1/1/2002,58.955
1/1/2003,58.2585
1/1/2004,58.9235
1/1/2005,54.46
1/1/2006,55.5145
1/1/2007,52.371
1/1/2008,54.9765
1/1/2009,58.375
1/1/2010,55.304
1/1/2011,61.083
1/1/2012,62.683
1/1/2013,59.945
