Date,radiance
1/1/1992,51.813
1/1/1993,56.529
1/1/1994,53.5495
1/1/1995,55.816
1/1/1996,55.204
1/1/1997,56.2805
1/1/1998,61.9225
1/1/1999,60.9565
1/1/2000,60.598
1/1/2001,60.8275
1/1/2002,58.8515
1/1/2003,60.925
1/1/2004,58.1595
1/1/2005,58.0155
1/1/2006,58.6235
1/1/2007,57.3575
1/1/2008,61.8725
1/1/2009,57.2
1/1/2010,60.769
1/1/2011,62.596
1/1/2012,62.267
1/1/2013,59.51
