Date,avg_lights_x_pct
1/1/1992,62.692
1/1/1993,63
1/1/1994,60.445
1/1/1995,61.109
1/1/1996,60.542
1/1/1997,61.7135
1/1/1998,62.9715
1/1/1999,59.5605
1/1/2000,61.4105
1/1/2001,61.4735
1/1/2002,62.8765
1/1/2003,60.935
1/1/2004,61.8665
1/1/2005,60.508
1/1/2006,60.7385
1/1/2007,60.387
1/1/2008,59.7065
1/1/2009,60.063
1/1/2010,61.439
1/1/2011,62.868
1/1/2012,63
1/1/2013,60.2
