Date,avg_lights_x_pct
1/1/1992,63
1/1/1993,63
1/1/1994,62.4165
1/1/1995,63
1/1/1996,62.13
1/1/1997,62.293
1/1/1998,62.6145
1/1/1999,61.809
1/1/2000,62.9615
1/1/2001,63
1/1/2002,62.7335
1/1/2003,62.3
1/1/2004,62.7885
1/1/2005,61.2155
1/1/2006,62.9525
1/1/2007,61.3315
1/1/2008,62.721
1/1/2009,62.871
1/1/2010,62.864
1/1/2011,62.745
1/1/2012,63
1/1/2013,61.793
