Date,avg_lights_x_pct
1/1/1992,62.889
1/1/1993,61.417
1/1/1994,61.8415
1/1/1995,62.188
1/1/1996,62.563
1/1/1997,62.2085
1/1/1998,62.422
1/1/1999,62.35
1/1/2000,60.5635
1/1/2001,62.599
1/1/2002,62.631
1/1/2003,62.455
1/1/2004,62.8585
1/1/2005,62.154
1/1/2006,62.8405
1/1/2007,60.843
1/1/2008,63
1/1/2009,63
1/1/2010,63
1/1/2011,63
1/1/2012,63
1/1/2013,62.885
