Date,avg_lights_x_pct
1/1/1992,63
1/1/1993,62.806
1/1/1994,62.896
1/1/1995,62.843
1/1/1996,63
1/1/1997,62.9565
1/1/1998,62.879
1/1/1999,63
1/1/2000,62.75
1/1/2001,62.9125
1/1/2002,62.7425
1/1/2003,62.4485
1/1/2004,62.5675
1/1/2005,62.638
1/1/2006,61.7865
1/1/2007,62.0415
1/1/2008,61.8
1/1/2009,61.248
1/1/2010,63
1/1/2011,62
1/1/2012,62.196
1/1/2013,62.446
