Date,avg_lights_x_pct
1/1/1992,46.917
1/1/1993,47.143
1/1/1994,42.4775
1/1/1995,50.694
1/1/1996,48.224
1/1/1997,45.975
1/1/1998,45.819
1/1/1999,41.26
1/1/2000,42.754
1/1/2001,38.203
1/1/2002,48.0225
1/1/2003,37.162
1/1/2004,36.789
1/1/2005,33.772
1/1/2006,33.0685
1/1/2007,32.339
1/1/2008,33.548
1/1/2009,50.613
1/1/2010,55.924
1/1/2011,48.037
1/1/2012,51.227
1/1/2013,44.679
